organization,org_code,week,year,start_date,end_date,approve,disapprove,neither,unsure,mixed ,dk,n,lv,rv
ABC-Washington Post,7,258,2005,12/16/05,12/19/05,47,52,1,1,,,1003,,
ABC-Washington Post,7,261,2006,01/06/06,01/09/06,46,52,2,2,,,1002,,
ABC-Washington Post,7,263,2006,01/22/06,01/25/06,43,54,,3,,,,0,0
ABC-Washington Post,7,264,2006,01/24/06,01/27/06,42,56,2,2,,,1002,,
ABC-Washington Post,7,268,2006,02/25/06,03/01/06,38,58,,4,,,,0,0
ABC-Washington Post,7,269,2006,03/03/06,03/06/06,41,58,1,1,,,1000,,
ABC-Washington Post,7,274,2006,04/07/06,04/10/06,38,60,2,2,,,1027,,
ABC-Washington Post,7,274,2006,04/08/06,04/11/06,39,57,,4,,,,0,0
ABC-Washington Post,7,279,2006,05/12/06,05/16/06,33,65,2,2,,,1103,,
ABC-Washington Post,7,285,2006,06/23/06,06/26/06,38,60,2,2,,,1000,,
ABC-Washington Post,7,285,2006,06/24/06,06/27/06,41,56,,3,,,,0,0
ABC-Washington Post,7,290,2006,07/28/06,08/01/06,40,58,,2,,,,0,0
ABC-Washington Post,7,291,2006,08/04/06,08/07/06,40,58,2,2,,,1002,,
ABC-Washington Post,7,296,2006,09/06/06,09/08/06,42,55,3,3,,,1003,,
ABC-Washington Post,7,297,2006,09/16/06,09/19/06,45,52,,3,,,,0,0
ABC-Washington Post,7,300,2006,10/06/06,10/09/06,39,60,1,1,,,1100,,
ABC-Washington Post,7,302,2006,10/20/06,10/23/06,37,60,3,3,,,1200,,
ABC-Washington Post,7,304,2006,11/02/06,11/05/06,40,57,2,2,,,1205,,
ABC-Washington Post,7,309,2006,12/07/06,12/11/06,36,62,,2,,,,0,0
ABC-Washington Post,7,309,2006,12/08/06,12/11/06,42,56,,2,,,,0,0
ABC-Washington Post,7,314,2007,01/13/07,01/16/07,39,59,,2,,,,0,0
ABC-Washington Post,7,315,2007,01/16/07,01/19/07,33,65,,2,,,,0,0
ABC-Washington Post,7,320,2007,02/22/07,02/25/07,36,62,,2,,,,0,0
ABC-Washington Post,7,326,2007,04/05/07,04/09/07,36,62,,2,,,,0,0
ABC-Washington Post,7,327,2007,04/12/07,04/15/07,35,62,,2,,,,0,0
ABC-Washington Post,7,334,2007,05/29/07,06/01/07,35,62,,3,,,,0,0
ABC-Washington Post,7,335,2007,06/07/07,06/10/07,34,62,,4,,,,0,0
ABC-Washington Post,7,341,2007,07/18/07,07/21/07,33,65,,2,,,,0,0
ABC-Washington Post,7,348,2007,09/04/07,09/07/07,33,64,,3,,,,0,0
ABC-Washington Post,7,351,2007,09/27/07,09/30/07,33,64,,3,,,,0,0
ABC-Washington Post,7,354,2007,10/19/07,10/22/07,35,60,,5,,,,0,1
ABC-Washington Post,7,356,2007,10/29/07,11/01/07,33,64,,3,,,,0,0
ABC-Washington Post,7,360,2007,11/30/07,12/03/07,33,61,,6,,,,0,0
ABC-Washington Post,7,361,2007,12/06/07,12/09/07,33,64,,3,,,,0,0
ABC-Washington Post,7,362,2007,12/16/07,12/19/07,34,62,,4,,,,0,0
ABC-Washington Post,7,366,2008,01/09/08,01/12/08,32,66,,2,,,,0,0
ABC-Washington Post,7,367,2008,01/18/08,01/22/08,34,62,,4,,,,0,1
ABC-Washington Post,7,369,2008,01/30/08,02/01/08,33,65,,2,,,,0,0
ABC-Washington Post,7,372,2008,02/21/08,02/25/08,34,62,,4,,,,0,0
ABC-Washington Post,7,373,2008,02/28/08,03/02/08,32,66,,2,,,,0,0
ABC-Washington Post,7,379,2008,04/10/08,04/13/08,33,64,,2,,,,0,0
ABC-Washington Post,7,383,2008,05/08/08,05/11/08,31,66,,2,,,,0,0
ABC-Washington Post,7,388,2008,06/12/08,06/15/08,29,68,,3,,,,0,0
ABC-Washington Post,7,389,2008,06/19/08,06/23/08,23,73,,4,,,,0,0
ABC-Washington Post,7,392,2008,07/10/08,07/13/08,28,69,,3,,,,0,0
ABC-Washington Post,7,397,2008,08/15/08,08/18/08,25,71,,4,,,,0,0
ABC-Washington Post,7,398,2008,08/19/08,08/22/08,30,66,,4,,,,0,0
ABC-Washington Post,7,402,2008,09/19/08,09/20/08,27,67,,6,,, ,0,0
ABC-Washington Post,7,403,2008,09/27/08,09/29/08,26,70,,3,,,,0,0
Zogby America,8,5,2001,02/10/01,02/15/01,57,29,14,14,,,942,,
Zogby America,8,8,2001,02/28/01,03/01/01,53,37,10,10,,,942,,
Zogby America,8,12,2001,03/28/01,03/29/01,52,41,7,7,,,942,,
Zogby America,8,16,2001,04/24/01,04/26/01,52,44,4,4,,,942,,
Zogby America,8,25,2001,06/25/01,06/27/01,51,48,1,1,,,942,,
Zogby America,8,29,2001,07/27/01,07/30/01,47,51,2,2,,,942,,
Zogby America,8,34,2001,08/29/01,08/31/01,50,49,1,1,,,942,,
Zogby America,8,36,2001,09/15/01,09/17/01,82,18,2,2,,,942,,
Zogby America,8,42,2001,10/24/01,10/25/01,78,20,2,2,,,942,,
Zogby America,8,48,2001,12/04/01,12/06/01,81,17,1,1,,,942,,
Zogby America,8,49,2001,12/11/01,12/13/01,82,18,1,1,,,942,,
Zogby America,8,50,2001,12/18/01,12/20/01,81,17,2,2,,,942,,
Zogby America,8,53,2002,01/03/02,01/05/02,80,19,1,1,,,942,,
Zogby America,8,53,2002,01/08/02,01/10/02,78,21,1,1,,,942,,
Zogby America,8,54,2002,01/15/02,01/18/02,79,19,2,2,,,942,,
Zogby America,8,55,2002,01/22/02,01/24/02,77,22,1,1,,,942,,
Zogby America,8,56,2002,01/30/02,02/01/02,74,25,1,1,,,942,,
Zogby America,8,59,2002,03/02/02,03/04/02,74,24,2,2,,,942,,
Zogby America,8,63,2002,03/26/02,03/28/02,74,25,1,1,,,942,,
Zogby America,8,66,2002,04/20/02,04/23/02,69,30,1,1,,,942,,
Zogby America,8,72,2002,05/29/02,05/31/02,70,30,0,0,,,942,,
Zogby America,8,73,2002,06/08/02,06/10/02,69,30,1,1,,,942,,
Zogby America,8,75,2002,06/18/02,06/20/02,69,28,3,3,,,942,,
Zogby America,8,78,2002,07/13/02,07/16/02,62,38,0,0,,,942,,
Zogby America,8,79,2002,07/20/02,07/22/02,63,36,1,1,,,942,,
Zogby America,8,89,2002,09/26/02,09/28/02,63,36,1,1,,,942,,
Zogby America,8,94,2002,10/27/02,10/30/02,64,35,1,1,,,942,,
Zogby America,8,104,2003,01/05/03,01/07/03,63,36,1,1,,,942,,
Zogby America,8,107,2003,01/25/03,01/27/03,57,43,0,0,,,942,,
Zogby America,8,109,2003,02/07/03,02/09/03,62,37,1,1,,,942,,
Zogby America,8,111,2003,02/20/03,02/21/03,57,42,1,1,,,942,,
Zogby America,8,113,2003,03/06/03,03/08/03,54,46,0,0,,,942,,
Zogby America,8,114,2003,03/15/03,03/16/03,54,46,0,0,,,942,,
Zogby America,8,116,2003,03/24/03,03/24/03,57,43,,- ,,,,0,0
Zogby America,8,118,2003,04/09/03,04/10/03,61,38,1,1,,,942,,
Zogby America,8,126,2003,06/07/03,06/11/03,58,41,1,1,,,942,,
Zogby America,8,132,2003,07/17/03,07/18/03,53,46,1,1,,,942,,
Zogby America,8,137,2003,08/17/03,08/20/03,52,48,0,0,,,942,,
Zogby America,8,139,2003,09/04/03,09/06/03,45,54,1,1,,,942,,
Zogby America,8,142,2003,09/23/03,09/25/03,50,49,1,1,,,942,,
Zogby America,8,145,2003,10/16/03,10/19/03,49,51,0,0,,,942,,
Zogby America,8,148,2003,11/04/03,11/06/03,48,52,0,0,,,942,,
Zogby America,8,152,2003,12/05/03,12/07/03,49,50,1,1,,,942,,
Zogby America,8,154,2003,12/16/03,12/18/03,53,47,0,0,,,942,,
Zogby America,8,158,2004,01/16/04,01/19/04,49,50,1,1,,,942,,
Zogby America,8,167,2004,03/18/04,03/20/04,46,53,1,1,,,942,,
Zogby America,8,169,2004,04/02/04,04/05/04,47,53,0,0,,,942,,
Zogby America,8,171,2004,04/16/04,04/18/04,47,52,1,1,,,942,,
Zogby America,8,175,2004,05/11/04,05/14/04,42,58,0,0,,,942,,
Zogby America,8,178,2004,06/03/04,06/06/04,46,54,0,0,,,942,,
Zogby America,8,183,2004,07/07/04,07/08/04,49,51,0,0,,,942,,
Zogby America,8,186,2004,07/27/04,07/30/04,44,56,0,0,,,942,,
Zogby America,8,188,2004,08/13/04,08/15/04,47,52,1,1,,,942,,
Zogby America,8,191,2004,08/31/04,09/03/04,48,51,1,1,,,942,,
Zogby America,8,192,2004,09/09/04,09/10/04,47,53,0,0,,,942,,
Zogby America,8,193,2004,09/18/04,09/20/04,47,52,1,1,,,942,,
Zogby America,8,195,2004,10/02/04,10/04/04,49,52,0,0,,,942,,
Zogby America,8,201,2004,11/13/04,11/14/04,48,51,1,1,,,942,,
Zogby America,8,202,2004,11/17/04,11/20/04,51,49,1,1,,,942,,
Zogby America,8,206,2004,12/14/04,12/16/04,50,50,0,0,,,942,,
Zogby America,8,210,2005,01/10/05,01/13/05,39,60,0,0,,,1031,,
Zogby America,8,211,2005,01/19/05,01/22/05,48,51,1,1,,,942,,
Zogby America,8,215,2005,02/15/05,02/18/05,49,50,1,1,,,942,,
Zogby America,8,216,2005,02/26/05,02/28/05,46,54,0,0,,,942,,
Zogby America,8,223,2005,04/16/05,04/20/05,46,53,1,1,,,942,,
Zogby America,8,229,2005,05/24/05,05/26/05,46,53,2,2,,,942,,
Zogby America,8,233,2005,06/21/05,06/23/05,44,56,0,0,,,942,,
Zogby America,8,234,2005,06/28/05,06/30/05,43,56,1,1,,,942,,
Zogby America,8,238,2005,07/27/05,07/31/05,45,55,1,1,,,942,,
Zogby America,8,244,2005,09/07/05,09/08/05,40,59,0,0,,,942,,
Zogby America,8,247,2005,09/30/05,10/03/05,43,57,0,0,,,942,,
Zogby America,8,250,2005,10/20/05,10/22/05,45,55,0,0,,,942,,
Zogby America,8,252,2005,10/30/05,11/03/05,39,61,0,0,,,854,,
Zogby America,8,257,2005,12/07/05,12/09/05,38,62,0,0,,,942,,
Zogby America,8,262,2006,01/09/06,01/12/06,39,60,,- ,,,,0,0
Zogby America,8,267,2006,02/16/06,02/19/06,40,60,0,0,,,1039,,
Zogby America,8,269,2006,02/27/06,03/02/06,38,62,,- ,,,,0,0
Zogby America,8,279,2006,05/13/06,05/17/06,32,68,1,1,,,979,,
Zogby America,8,282,2006,06/03/06,06/07/06,31,67,1,1,,,1028,,
Zogby America,8,284,2006,06/16/06,06/21/06,36,64,0,0,,,1050,,
Zogby America,8,289,2006,07/22/06,07/26/06,36,64,,,,,1034,,
Zogby America,8,292,2006,08/12/06,08/16/06,35,65,,,,,1018,,
Zogby America,8,295,2006,09/01/06,09/05/06,37,63,,1,,,,0,0
Zogby America,8,297,2006,09/13/06,09/15/06,39,61,,,,,1034,,
Zogby America,8,298,2006,09/23/06,09/26/06,42,58,,,,,1023,,
Zogby America,8,301,2006,10/10/06,10/12/06,37,63,,1,,,,0,0
Zogby America,8,302,2006,10/21/06,10/24/06,36,64,,,,,1013,,
Zogby America,8,309,2006,12/05/06,12/08/06,30,68,,2,,,,0,0
Zogby America,8,316,2007,01/24/07,01/26/07,32,68,,1,,,,0,0
Zogby America,8,320,2007,02/22/07,02/24/07,32,68,,1,,,,0,0
Zogby America,8,321,2007,03/01/07,03/02/07,30,69,,1,,,,0,0
Zogby America,8,322,2007,03/07/07,03/09/07,35,65,,1,,,,0,0
Zogby America,8,340,2007,07/12/07,07/14/07,34,66,,- ,,,,0,0
Zogby America,8,344,2007,08/09/07,08/11/07,32,67,,1,,,,0,0
Zogby America,8,353,2007,10/10/07,10/14/07,25,75,, -  ,, ,,0,0
Zogby America,8,383,2008,05/07/08,05/07/08,33,67,,- ,,,,0,0
CBS News,9,6,2001,02/11/01,02/13/01,53,21,26,26,,,1043,,
CBS News,9,9,2001,03/09/01,03/13/01,60,22,18,18,,,1043,,
CBS News,9,13,2001,04/05/01,04/06/01,53,35,12,12,,,1043,,
CBS News,9,16,2001,04/24/01,04/26/01,56,29,15,15,,,1043,,
CBS News,9,18,2001,05/11/01,05/13/01,57,30,13,13,,,1043,,
CBS News,9,23,2001,06/15/01,06/19/01,53,34,13,13,,,1043,,
CBS News,9,34,2001,08/29/01,09/01/01,50,38,12,12,,,1043,,
CBS News,9,36,2001,09/12/01,09/13/01,72,15,13,13,,,1043,,
CBS News,9,36,2001,09/14/01,09/15/01,84,9,7,7,,,1043,,
CBS News,9,37,2001,09/21/01,09/24/01,89,7,5,5,,,1043,,
CBS News,9,40,2001,10/08/01,10/08/01,90,5,,5,,,,0,0
CBS News,9,40,2001,10/09/01,10/09/01,90,7,,3,,,,0,0
CBS News,9,42,2001,10/26/01,10/29/01,87,8,5,5,,,1043,,
CBS News,9,45,2001,11/14/01,11/15/01,85,7,8,8,,,1043,,
CBS News,9,48,2001,12/08/01,12/11/01,86,9,5,5,,,1043,,
CBS News,9,53,2002,01/06/02,01/07/02,84,10,6,6,,,1043,,
CBS News,9,55,2002,01/22/02,01/25/02,82,12,6,6,,,1043,,
CBS News,9,59,2002,02/25/02,02/27/02,78,14,8,8,,,1043,,
CBS News,9,64,2002,04/02/02,04/03/02,77,17,6,6,,,1043,,
CBS News,9,66,2002,04/16/02,04/19/02,76,15,9,9,,,1043,,
CBS News,9,68,2002,04/29/02,05/02/02,73,18,9,9,,,1043,,
CBS News,9,70,2002,05/14/02,05/15/02,77,16,7,7,,,1043,,
CBS News,9,71,2002,05/20/02,05/21/02,71,18,11,11,,,1043,,
CBS News,9,75,2002,06/19/02,06/21/02,70,20,10,10,,,1043,,
CBS News,9,78,2002,07/09/02,07/10/02,74,19,6,6,,,1043,,
CBS News,9,78,2002,07/14/02,07/17/02,70,20,10,10,,,1043,,
CBS News,9,80,2002,07/23/02,07/24/02,65,27,8,8,,,1043,,
CBS News,9,82,2002,08/07/02,08/08/02,66,25,9,9,,,1043,,
CBS News,9,86,2002,09/03/02,09/06/02,63,28,9,9,,,1043,,
CBS News,9,89,2002,09/23/02,09/24/02,66,27,7,7,,,1043,,
CBS News,9,90,2002,10/04/02,10/06/02,63,29,8,8,,,1043,,
CBS News,9,94,2002,10/28/02,11/01/02,62,28,10,10,,,1043,,
CBS News,9,95,2002,11/03/02,11/05/02,61,30,9,9,,,1043,,
CBS News,9,98,2002,11/21/02,11/25/02,65,27,8,8,,,1043,,
CBS News,9,104,2003,01/05/03,01/07/03,64,28,8,8,,,1043,,
CBS News,9,107,2003,01/20/03,01/23/03,59,35,6,6,,,1043,,
CBS News,9,109,2003,02/06/03,02/07/03,63,28,9,9,,,1043,,
CBS News,9,110,2003,02/11/03,02/13/03,54,38,8,8,,,1043,,
CBS News,9,112,2003,02/25/03,02/26/03,56,35,9,9,,,1043,,
CBS News,9,113,2003,03/05/03,03/06/03,58,32,10,10,,,1043,,
CBS News,9,113,2003,03/08/03,03/10/03,56,37,6,6,,,1043,,
CBS News,9,115,2003,03/16/03,03/17/03,58,35,7,7,,,1043,,
CBS News,9,115,2003,03/21/03,03/22/03,67,26,7,7,,,1043,,
CBS News,9,115,2003,03/22/03,03/22/03,68,26,,6,,,,0,0
CBS News,9,115,2003,03/23/03,03/23/03,71,23,,6,,,,0,0
CBS News,9,116,2003,03/24/03,03/24/03,70,26,,4,,,,0,0
CBS News,9,116,2003,03/27/03,03/28/03,68,26,6,6,,,1043,,
CBS News,9,117,2003,04/03/03,04/04/03,67,26,7,7,,,1043,,
CBS News,9,118,2003,04/12/03,04/14/03,73,21,6,6,,,1043,,
CBS News,9,121,2003,04/27/03,04/28/03,67,24,9,9,,,1043,,
CBS News,9,122,2003,05/10/03,05/13/03,67,26,7,7,,,1043,,
CBS News,9,125,2003,05/28/03,05/29/03,64,29,7,7,,,1043,,
CBS News,9,127,2003,06/13/03,06/14/03,66,27,7,7,,,1043,,
CBS News,9,131,2003,07/09/03,07/10/03,60,32,8,8,,,1043,,
CBS News,9,136,2003,08/12/03,08/13/03,55,35,10,10,,,1043,,
CBS News,9,138,2003,08/27/03,08/29/03,55,37,8,8,,,1043,,
CBS News,9,141,2003,09/16/03,09/17/03,52,39,9,9,,,1043,,
CBS News,9,143,2003,09/29/03,10/02/03,51,42,7,7,,,1043,,
CBS News,9,146,2003,10/21/03,10/22/03,54,36,10,10,,,1043,,
CBS News,9,149,2003,11/11/03,11/14/03,49,42,9,9,,,1043,,
CBS News,9,153,2003,12/11/03,12/14/03,52,40,8,8,,,1043,,
CBS News,9,154,2003,12/15/03,12/16/03,58,33,9,9,,,1043,,
CBS News,9,155,2003,12/22/03,12/23/03,60,33,7,7,,,1043,,
CBS News,9,158,2004,01/13/04,01/16/04,50,45,5,5,,,1043,,
CBS News,9,162,2004,02/13/04,02/16/04,50,42,8,8,,,1043,,
CBS News,9,164,2004,02/25/04,02/28/04,47,44,9,9,,,1043,,
CBS News,9,166,2004,03/11/04,03/15/04,51,42,7,7,,,1043,,
CBS News,9,169,2004,03/31/04,04/02/04,49,44,7,7,,,1043,,
CBS News,9,172,2004,04/24/04,04/28/04,46,47,8,8,,,1043,,
CBS News,9,175,2004,05/11/04,05/11/04,44,49,,7,,,,0,0
CBS News,9,176,2004,05/21/04,05/24/04,41,52,7,7,,,1043,,
CBS News,9,180,2004,06/24/04,06/28/04,42,51,7,7,,,1043,,
CBS News,9,184,2004,07/12/04,07/16/04,45,48,7,7,,,1043,,
CBS News,9,186,2004,07/31/04,08/02/04,44,49,7,7,,,1043,,
CBS News,9,189,2004,08/16/04,08/19/04,46,45,9,9,,,1043,,
CBS News,9,192,2004,09/07/04,09/09/04,50,43,7,7,,,1043,,
CBS News,9,193,2004,09/13/04,09/17/04,50,42,8,8,,,1043,,
CBS News,9,194,2004,09/21/04,09/23/04,48,44,8,8,,,1043,,
CBS News,9,195,2004,10/02/04,10/04/04,47,43,10,10,,,1043,,
CBS News,9,197,2004,10/10/04,10/12/04,43,48,9,9,,,1043,,
CBS News,9,197,2004,10/15/04,10/18/04,44,48,8,8,,,1043,,
CBS News,9,199,2004,10/29/04,10/31/04,49,44,7,7,,,1043,,
CBS News,9,202,2004,11/19/04,11/22/04,51,44,5,5,,,1043,,
CBS News,9,210,2005,01/15/05,01/19/05,49,46,5,5,,,1043,,
CBS News,9,216,2005,02/25/05,03/01/05,49,44,7,7,,,1043,,
CBS News,9,220,2005,03/22/05,03/23/05,43,48,9,9,,,1043,,
CBS News,9,223,2005,04/14/05,04/17/05,44,51,5,5,,,1043,,
CBS News,9,228,2005,05/21/05,05/25/05,46,48,6,6,,,1043,,
CBS News,9,231,2005,06/11/05,06/16/05,42,51,7,7,,,1043,,
CBS News,9,238,2005,07/30/05,08/03/05,45,46,9,9,,,1043,,
CBS News,9,243,2005,08/30/05,09/01/05,41,51,8,8,,,1043,,
CBS News,9,244,2005,09/07/05,09/08/05,42,52,6,6,,,1043,,
CBS News,9,244,2005,09/10/05,09/14/05,41,53,6,6,,,1043,,
CBS News,9,248,2005,10/04/05,10/06/05,37,58,5,5,,,1043,,
CBS News,9,252,2005,10/31/05,11/02/05,35,57,8,8,,,936,,
CBS News,9,256,2005,12/03/05,12/07/05,40,53,7,7,,,1043,,
CBS News,9,261,2006,01/06/06,01/09/06,41,52,7,7,,,1151,,
CBS News,9,263,2006,01/21/06,01/26/06,42,51,7,7,,,1229,,
CBS News,9,268,2006,02/23/06,02/27/06,34,59,7,7,,,1018,,
CBS News,9,270,2006,03/10/06,03/13/06,34,57,9,9,,,1136,,
CBS News,9,274,2006,04/07/06,04/10/06,37,56,7,7,,,899,,
CBS News,9,277,2006,04/29/06,05/01/06,33,58,9,9,,,1000,,
CBS News,9,278,2006,05/05/06,05/09/06,31,63,6,,,,1241,,
CBS News,9,280,2006,05/17/06,05/18/06,35,60,5,5,,,800,,
CBS News,9,284,2006,06/11/06,06/12/06,33,60,7,7,,,659,,
CBS News,9,289,2006,07/22/06,07/26/06,36,55,9,9,,,800,,
CBS News,9,292,2006,08/12/06,08/14/06,36,57,7,7,,,974,,
CBS News,9,293,2006,08/18/06,08/22/06,36,67,7,7,,,1050,,
CBS News,9,297,2006,09/16/06,09/20/06,37,56,7,7,,,1131,,
CBS News,9,300,2006,10/06/06,10/09/06,34,60,6,6,,,983,,
CBS News,9,304,2006,10/28/06,11/01/06,34,58,8,8,,,1084,,
CBS News,9,305,2006,11/12/06,11/13/06,34,61,,5,,,,0,0
CBS News,9,309,2006,12/08/06,12/10/06,31,63,,6,,,,0,0
CBS News,9,313,2007,01/01/07,01/03/07,30,63,,7,,,,0,0
CBS News,9,315,2007,01/18/07,01/21/07,28,64,,8,,,,0,0
CBS News,9,318,2007,02/08/07,02/11/07,32,59,,9,,,,0,0
CBS News,9,320,2007,02/23/07,02/27/07,29,61,,10,,,,0,0
CBS News,9,322,2007,03/07/07,03/11/07,34,58,,8,,,,0,0
CBS News,9,325,2007,03/26/07,03/27/07,30,64,,6,,,,0,0
CBS News,9,327,2007,04/09/07,04/12/07,31,61,,8,,,,0,0
CBS News,9,328,2007,04/20/07,04/24/07,32,61,,7,,,,0,0
CBS News,9,332,2007,05/18/07,05/23/07,30,63,,7,,,,0,0
CBS News,9,338,2007,06/26/07,06/28/07,27,65,,8,,,,0,0
CBS News,9,340,2007,07/09/07,07/17/07,29,64,,7,,,,0,0
CBS News,9,341,2007,07/20/07,07/22/07,30,62,,8,,,,0,0
CBS News,9,344,2007,08/08/07,08/12/07,29,65,,6,,,,0,0
CBS News,9,348,2007,09/04/07,09/08/07,30,64,,6,,,,0,0
CBS News,9,349,2007,09/14/07,09/16/07,29,64,,7,,,,0,0
CBS News,9,353,2007,10/12/07,10/16/07,30,61,,9,,,,0,0
CBS News,9,361,2007,12/05/07,12/09/07,28,65,,7,,,,0,0
CBS News,9,366,2008,01/09/08,01/12/08,29,62,,9,,,,0,0
CBS News,9,369,2008,01/30/08,02/02/08,27,65,,8,,,,0,0
CBS News,9,372,2008,02/20/08,02/24/08,30,64,,6,,,,0,0
CBS News,9,375,2008,03/15/08,03/18/08,29,64,,7,,,,0,0
CBS News,9,377,2008,03/28/08,04/02/08,28,64,,8,,,,0,0
CBS News,9,381,2008,04/25/08,04/29/08,28,65,,7,,,,0,0
CBS News,9,382,2008,05/01/08,05/03/08,28,63,,9,,,,0,0
CBS News,9,386,2008,05/30/08,06/03/08,25,67,,8,,,,0,0
CBS News,9,392,2008,07/07/08,07/14/08,28,65,,7,,,,0,0
CBS News,9,395,2008,07/31/08,08/05/08,25,66,,9,,,,0,0
CBS News,9,397,2008,08/15/08,08/20/08,28,65,,9,,,,0,0
CBS News,9,401,2008,09/12/08,09/16/08,27,68,,5,,,,0,0
CBS News,9,402,2008,09/21/08,09/24/08,26,66,,8,,,,0,0
CBS News,9,403,2008,09/27/08,09/30/08,22,70,,8,,,,0,0
CBS News,9,404,2008,10/03/08,10/05/08,22,70,,8,,,,0,0
Diageo Hotline,10,212,2005,01/26/05,01/28/05,51,46,3,3,,,753,,
Diageo Hotline,10,216,2005,02/25/05,02/28/05,52,46,2,2,,,753,,
Diageo Hotline,10,221,2005,04/01/05,04/04/05,46,51,4,4,,,753,,
Diageo Hotline,10,225,2005,04/29/05,05/02/05,48,48,4,4,,,753,,
Diageo Hotline,10,235,2005,07/08/05,07/11/05,49,49,2,2,,,753,,
Diageo Hotline,10,249,2005,10/13/05,10/17/05,40,57,2,2,,,500,,
Diageo Hotline,10,252,2005,11/12/05,11/16/05,39,59,2,2,,,753,,
Diageo Hotline,10,258,2005,12/13/05,12/14/05,50,47,3,3,,,753,,
Diageo Hotline,10,262,2006,01/13/06,01/16/06,46,53,2,2,,,806,,
Diageo Hotline,10,267,2006,02/17/06,02/20/06,45,52,2,2,,,807,,
Diageo Hotline,10,280,2006,05/19/06,05/22/06,37,61,3,3,,,801,,
Diageo Hotline,10,285,2006,06/22/06,06/26/06,41,56,3,3,,,800,,
Diageo Hotline,10,289,2006,07/21/06,07/24/06,38,59,3,3,,,800,,
Diageo Hotline,10,293,2006,08/18/06,08/21/06,39,58,4,4,,,800,,
Diageo Hotline,10,299,2006,09/25/06,09/27/06,42,56,2,2,,,900,,
Diageo Hotline,10,302,2006,10/20/06,10/24/06,40,58,3,3,,,1000,,
Diageo Hotline,10,305,2006,11/09/06,11/13/06,41,57,3,3,,,1005,,
Diageo Hotline,10,314,2007,01/11/07,01/14/07,35,62,,3,,,,0,0
Diageo Hotline,10,320,2007,02/21/07,02/24/07,36,60,,4,,,,0,0
Diageo Hotline,10,325,2007,03/29/07,04/01/07,35,61,,5,,,,0,0
Diageo Hotline,10,329,2007,04/26/07,04/30/07,35,62,,3,,,,0,0
Diageo Hotline,10,332,2007,05/16/07,05/20/07,32,64,,4,,,,0,0
Diageo Hotline,10,341,2007,07/19/07,07/22/07,33,63,,4,,,,0,0
Diageo Hotline,10,362,2007,12/10/07,12/14/07,33,62,,4,,,,0,0
Diageo Hotline,10,366,2008,01/10/08,01/12/08,36,61,,3,,,,0,0
Diageo Hotline,10,371,2008,02/14/08,02/17/08,39,57,,4,,,,0,0
Diageo Hotline,10,377,2008,03/28/08,03/31/08,35,62,,2,,,,0,0
Diageo Hotline,10,382,2008,04/30/08,05/03/08,33,63,,5,,,,0,0
Diageo Hotline,10,387,2008,06/05/08,06/08/08,29,67,,3,,,,0,0
Diageo Hotline,10,398,2008,08/18/08,08/24/08,33,64,,3,,,,0,0
Diageo Hotline,10,399,2008,08/29/08,08/31/08,32,64,,4,,,,0,0
Time Poll,11,185,2004,07/21/04,07/23/04,50,47,4,4,,,1002,,
Time Poll,11,187,2004,08/04/04,08/06/04,50,46,3,3,,,1002,,
Time Poll,11,190,2004,08/25/04,08/27/04,51,45,4,4,,,1002,,
Time Poll,11,191,2004,09/01/04,09/03/04,55,42,3,3,,,1002,,
Time Poll,11,192,2004,09/08/04,09/10/04,56,41,3,3,,,1002,,
Time Poll,11,194,2004,09/22/04,09/24/04,53,43,4,4,,,1002,,
Time Poll,11,196,2004,10/07/04,10/08/04,50,46,4,4,,,1002,,
Time Poll,11,197,2004,10/14/04,10/15/04,49,49,,2,,,,0,1
Time Poll,11,197,2004,10/15/04,10/16/04,49,49,2,2,,,1002,,
Time Poll,11,198,2004,10/20/04,10/22/04,53,44,3,3,,,1002,,
Time Poll,11,206,2004,12/14/04,12/15/04,49,43,8,8,,,1002,,
Time Poll,11,210,2005,01/13/05,01/14/05,53,43,3,3,,,1002,,
Time Poll,11,219,2005,03/16/05,03/18/05,53,43,4,4,,,1002,,
Time Poll,11,220,2005,03/23/05,03/25/05,48,46,6,6,,,1002,,
Time Poll,11,227,2005,05/11/05,05/13/05,46,47,7,7,,,1002,,
Time Poll,11,244,2005,09/08/05,09/09/05,42,52,6,6,,,1000,,
Time Poll,11,256,2005,11/30/05,01/12/06,41,53,5,5,,,1004,,
Time Poll,11,264,2006,01/25/06,01/27/06,41,55,4,4,,,1002,,
Time Poll,11,267,2006,02/16/06,02/17/06,40,54,5,5,,,1001,,
Time Poll,11,272,2006,03/23/06,03/24/06,39,56,6,6,,,1003,,
Time Poll,11,273,2006,03/30/06,03/31/06,37,57,6,6,,,1004,,
Time Poll,11,286,2006,06/27/06,06/29/06,35,59,,6,,,,0,0
Time Poll,11,288,2006,07/13/06,07/17/06,35,57,,8,,,,0,0
Time Poll,11,292,2006,08/09/06,08/10/06,35,58,,7,,,,0,0
Time Poll,11,294,2006,08/22/06,08/24/06,38,57,,6,,,,0,0
Time Poll,11,300,2006,10/03/06,10/04/06,36,57,,7,,,,0,0
Time Poll,11,304,2006,11/01/06,11/03/06,37,56,,6,,,,0,0
Time Poll,11,316,2007,01/22/07,01/23/07,36,59,,5,,,,0,0
Time Poll,11,320,2007,02/23/07,02/26/07,33,61,,6,,,,0,0
